price,type,title,address,gov,bathrooms,total_rooms,living_area,total_area,rooms
460 000 DT,vente,Triplex s+5 Boumhel bassatine,Boumhel, Ben Arous,,,,,
,vente,Maison et locaux commerciaux,,Ben Arous,2,7,354,354,
,vente,A vendre immeuble à ben arous terrain 354m2,,Ben Arous,,,,,
330 000 DT,vente,Terrain 1000 m2 a boumhel,Boumhel, Ben Arous,,,,1000,
900 DT / Mois,location,Appartements 153m2 à Ben Arous Boumhel,Boumhel, Ben Arous,1,3,153,,2
900 DT / Mois,location,CHERCHE VILLA A LOUER,Ezzahra, Ben Arous,,,,,
95 DT,vente,Appartement  borj cedria,Borj Cedria, Ben Arous,1,3,76,,3
520 000 DT,vente,Grande villa haut standing avec piscine,Mornag, Ben Arous,3,10+,,620,10+
700 DT / Mois,location,Appartements 128m2 à Ben Arous Medina Jedida,Medina Jedida, Ben Arous,1,3,128,,2
3 500 DT / Mois,location,Local commercial a louer,,Ben Arous,,,220,,
555 DT,vente,فرصة ارض للبيع في فوشانة,,Ben Arous,,,,20000,
,location,Appartements 130m2 à Ben Arous El Mourouj,El Mourouj, Ben Arous,1,4,130,,3
630 DT / Mois,location,Appartement S3 163m2 avec parking à Mourouj5,El Mourouj, Ben Arous,1,3,163,,2
1 100 DT / Mois,location,Villa 300m2 à Boumhel bel air,Boumhel, Ben Arous,2,4,300,,3
1 300 DT / Mois,location,Duplex 150m2 hst à Radès,Radès, Ben Arous,1,3,,,2
210 DT / Mois,location,قراج للكراء,,Ben Arous,,,,,
400 DT / Mois,location,Dépôt 130m2,,Ben Arous,,,130,,
550 DT / Mois,location,Etage de villa 120m2 à Boumhel,Boumhel, Ben Arous,1,4,,,3
550 DT / Mois,location,Appartement 72m2 S1 Hst à Mourouj 6,El Mourouj, Ben Arous,1,2,72,,1
,location,Dépôt 1500m2 a zone industrielle sidi rezig,,Ben Arous,,,,,
650 DT / Mois,location,Etage 120m2 S3 Prés La Gare Ezzahra Ville,Ezzahra, Ben Arous,1,3,120,,2
3 000 DT / Mois,location,Villa 550m2 à Boumhel bel air,Boumhel, Ben Arous,2,8,,550,5
900 DT / Mois,location,Appartement 76m2 S1 Richement Meublé,Ezzahra, Ben Arous,1,2,76,,1
550 DT / Mois,location,Etage de villa El Mourouj 3,El Mourouj, Ben Arous,1,3,350,,2
250 DT / Mois,location,Studio S+1 à mourouj 3,El Mourouj, Ben Arous,,,,,
100 DT / Mois,location,Etage meuble pour les filles mourouj 2,El Mourouj, Ben Arous,,3,100,,2
,location,Dépôt a louer,Boumhel, Ben Arous,,,140,,
52 000 DT,vente,Vent ou Location d’un fond de commerce,Mégrine, Ben Arous,,1,45,45,
270 000 DT,vente,Un terrain Sidi Salem Garsi (Mornag).,Mornag, Ben Arous,,,,280000,
,vente,A vendre une belle villa a el mourouj,El Mourouj, Ben Arous,2,,340,504,5
170 000 DT,vente,Forsa  3 appart  bsoum wahda,Mornag, Ben Arous,1,8,100,100,6
,location,Bureaux S2,,Ben Arous,,,,,
,location,Local industriels 320m2,,Ben Arous,,,320,,
,vente,Local commercial de 43 m2 à la nouvelle medina,Medina Jedida, Ben Arous,,,43,,
,vente,Un S 4 à la Nouvelle Medina,Medina Jedida, Ben Arous,2,,166,,4
1 000 DT / Mois,location,Depot a boujardga,Boumhel, Ben Arous,,,200,,
1 200 DT,vente,Cuisine,Radès, Ben Arous,,,,,
,vente,Appartement s2 108 m² à la Nouvelle Medina,Medina Jedida, Ben Arous,1,,108,,2
4 200 DT,vente,Dépôt a location,,Ben Arous,,,,1400,
1 200 DT / Mois,location,Appartements 119m2 à Ben Arous Ezzahra,Ezzahra, Ben Arous,1,4,119,,3
350 DT / Mois,location,Villa 110m2 à Ben Arous Mohamedia,Mohamedia, Ben Arous,1,4,110,,3
1 000 DT / Mois,location,Depot a bouadga morneg,Boumhel, Ben Arous,,,200,,
,vente,Bureaux de bon standing  à la nouvelle médina,Medina Jedida, Ben Arous,,,91,,
,vente,Bureaux à la nouvelle médina,Medina Jedida, Ben Arous,,,91,,
,vente,Locaux commerciaux à la nouvelle medina,Medina Jedida, Ben Arous,,,43,,
,vente,Un s 4 à la nouvelle medina,Medina Jedida, Ben Arous,2,,166,,4
,vente,Terrain a vendre Morneg,Mornag, Ben Arous,,,,280000,
320 DT,vente,Villa à vendre,Ezzahra, Ben Arous,2,9,120,150,5
,location,Appartements à Ben Arous El Mourouj,El Mourouj, Ben Arous,1,3,,,2
850 DT / Mois,location,Fond de commerce,,Ben Arous,,,,,
750 DT / Mois,location,Appartement 130m2 à Medina Jedida,Medina Jedida, Ben Arous,1,4,130,,3
450 DT / Mois,location,Villa Rdc 132m2 à Ben Arous El Mourouj,El Mourouj, Ben Arous,1,3,132,,2
1 200 DT / Mois,location,Depot a boujardga boumhal basatine,Boumhel, Ben Arous,,,200,,
,vente,ارض للبيع,Mohamedia, Ben Arous,,,,250,
,vente,حي حشاد المحمدية,Mohamedia, Ben Arous,,,,250,
,location,Appartements 110m2 à El Mourouj,El Mourouj, Ben Arous,1,3,110,,2
450 DT / Mois,location,Appartement 100m2 à Ben Arous Fouchana,Fouchana, Ben Arous,1,4,100,,3
,location,Une grande maison,Hammam Chott, Ben Arous,1,5,180,,4
250 000 DT,vente,Villa à 30m de la plage,Hammam Lif, Ben Arous,2,10+,240,141,8
1 200 DT,vente,DEPOT A BOUJARDGA MORNEG,Mornag, Ben Arous,,1,200,,
600 DT / Mois,location,Bureau,Radès, Ben Arous,,3,90,,
111 111 DT,location,Offre,Mégrine, Ben Arous,3,6,,,
350 DT / Mois,location,Étage maison 80m2,El Mourouj, Ben Arous,1,3,80,,2
330 DT / Mois,location,Studio s plus 1 à mourouj 1,El Mourouj, Ben Arous,1,2,,,1
4 550 DT / Mois,location,Magasins Commerces,El Mourouj, Ben Arous,,,130,,
4 000 DT,location,Dépôt a location,,Ben Arous,,,1400,1400,
600 DT,location,Bel appartement a mourouj 6,El Mourouj, Ben Arous,1,3,100,,2
380 DT,vente,Villa a vendre,Boumhel, Ben Arous,1,3,335,200,2
400 DT / Mois,location,Maison 150m2,,Ben Arous,1,3,150,,2
500 DT / Mois,location,Offre spécial,El Mourouj, Ben Arous,,,200,,
,location,منزل كائن بحي الزيتونة 1,,Ben Arous,1,3,123,,2
2 000 DT / Mois,location,RESTAURANT,Ezzahra, Ben Arous,,,80,,
500 DT / Mois,location,Local commercial pour tt activité,El Mourouj, Ben Arous,,,40,,
1 500 DT / Mois,location,Appartement s4 à Ezzahra,Ezzahra, Ben Arous,1,4,150,,3
470 DT / Mois,location,Appartements 88m2 à Ben Arous El Mourouj,El Mourouj, Ben Arous,1,3,88,,2
470 DT / Mois,location,Appartement au 1 éré étage a mrj 1,El Mourouj, Ben Arous,1,4,110,,3
,location,Appartement S3 / Residence Hedi,Mornag, Ben Arous,1,4,116,,3
,location,Local commercial de 25 M2,Medina Jedida, Ben Arous,,,25,,
520 DT / Mois,location,villa neufs El Mourouj,El Mourouj, Ben Arous,1,4,110,,3
330 DT / Mois,location,Appartement 45m2 à Ben Arous El Mourouj,El Mourouj, Ben Arous,1,2,45,,1
,location,LOCAL A LOUER,,Ben Arous,,,13,,
,location,Maisons et Villas à Ben Arous Boumhel,Boumhel, Ben Arous,1,4,,,3
160 DT / Mois,location,Appartements 100m2 à Fouchana,Fouchana, Ben Arous,1,4,100,,3
300 DT / Mois,location,Studio Meublé à Borj Cedria technopôle,Borj Cedria, Ben Arous,1,1,36,,1
750 DT / Mois,location,APPARTEMENT S3 HST À EZZAHRA,Ezzahra, Ben Arous,,4,120,,3
430 DT / Mois,location,Maison a louer,El Mourouj, Ben Arous,1,3,,,2
800 DT / Mois,location,APPARTEMENT S3 À EZZAHRA,Ezzahra, Ben Arous,1,4,,,3
550 DT / Mois,location,APPARTEMENT S2 À EZZAHRA,Ezzahra, Ben Arous,1,3,100,,2
750 DT / Mois,location,App S plus 3 Mourouj 6 face Magasin Général 125m2,El Mourouj, Ben Arous,1,4,125,,3
400 DT / Mois,location,Appartement 112m2 à Ben Arous Mornag,Mornag, Ben Arous,1,4,112,,3
520 DT,location,Rez de chaussée de villa neufs El Mourouj4,El Mourouj, Ben Arous,,,110,,3
125 DT / Mois,location,Chambre indiv nn meublée pour fille Mourouj 2,El Mourouj, Ben Arous,,,,,
500 DT / Mois,location,Maison à Ezzahra,Ezzahra, Ben Arous,,,,,
280 DT / Mois,location,Studio 60m2 à Ben Arous Ezzahra,Ezzahra, Ben Arous,1,3,60,,2
,location,2منزل للكراء بالمروج,El Mourouj, Ben Arous,1,5,130,,3
650 DT / Mois,location,RDC de 70m2,El Mourouj, Ben Arous,1,3,,,2
450 DT / Mois,location,Appartement à Ben Arous Radès,Radès, Ben Arous,1,3,75,,2
620 DT / Mois,location,Appartements 100m2 à Ben Arous El Mourouj6,El Mourouj, Ben Arous,1,3,100,,2
330 DT / Mois,location,Appartements 90m2 à Ben Arous Mohamedia,Mohamedia, Ben Arous,1,3,90,,2
,location,Appartement à mrj 2 près du métro,El Mourouj, Ben Arous,,,,,
300 DT / Mois,location,Studio à El Mourouj,El Mourouj, Ben Arous,1,2,,,1
500 DT / Mois,location,Appartement s plus 3 à mourouj 3,El Mourouj, Ben Arous,1,4,,,3
700 DT / Mois,location,VILLA DE LUXE,Radès, Ben Arous,1,5,,,3
850 DT / Mois,location,Duplex à rades plage,Radès, Ben Arous,1,4,,,3
350 DT / Mois,location,A louer villa,Radès, Ben Arous,1,3,,,2
660 DT / Mois,location,Appartement hst à boumhel,Boumhel, Ben Arous,1,3,120,,2
220 000 DT,vente,Villa inachevé,,Ben Arous,,,223,,
189 000 DT,vente,1104m2 à Ben Arous Mornag,Mornag, Ben Arous,,,,1104,
320 000 DT,vente,RDC DE VILLA A EZZAHRA,Ezzahra, Ben Arous,1,4,,300,3
240 000 DT,vente,Terrain 310 m2 à AL MOUROUJ 6 BEN AROUS,El Mourouj, Ben Arous,,,,310,
500 000 DT,vente,Terrain 10000m2,,Ben Arous,,,,10000,
165 000 DT,vente,Terrains 308m2,Radès, Ben Arous,,,,308,
,vente,Maison 275m2 à Ben Arous Medina Jedida,Medina Jedida, Ben Arous,1,4,275,,3
125 000 DT,vente,Studio S2 EZZAHRA,Ezzahra, Ben Arous,1,3,90,,2
22 000 DT,vente,Terrain  80m2,Boumhel, Ben Arous,,,,80,
125 000 DT,vente,Appartements 95m2 à Ben Arous Ezzahra,Ezzahra, Ben Arous,1,3,95,,2
195 000 DT,vente,Coffeeshop à vendre,,Ben Arous,,,100,,
5 000 DT,vente,Fond de commerce,,Ben Arous,,,28,,
72 000 DT,vente,منزل طابق اول بحي النسيم المحمدية إقامة الأحمدي,Mohamedia, Ben Arous,,,,,
135 000 DT,vente,APPARTEMENT S1 À EZZAHRA,Ezzahra, Ben Arous,1,2,75,,1
,vente,VILLA DE 443M,Ezzahra, Ben Arous,1,3,120,443,2
,vente,Appartement 82m2 à Ben Arous El Mourouj,El Mourouj, Ben Arous,1,3,82,,2
,vente,Salon de thé,Radès, Ben Arous,,,100,,
450 000 DT,vente,Terrains 500m2,Ezzahra, Ben Arous,,,,500,
80 000 DT,vente,Villas 150m2 à Ben Arous Fouchana,Fouchana, Ben Arous,1,4,150,,3
,location,Appartement 50m2 à Ben Arous Radès,Radès, Ben Arous,1,3,50,,2
60 000 DT,vente,FOND DE COMMERCE PARFUMERIE À EZZAHRA,Ezzahra, Ben Arous,,,45,,
,vente,Terrain  250m2,Mohamedia, Ben Arous,,,,250,
,vente,Maisons 120m2 à Ben Arous Mohamedia,Mohamedia, Ben Arous,1,4,120,,3
350 000 DT,vente,TERRAIN 337M2,Ezzahra, Ben Arous,,,,337,
57 000 DT,vente,أرض بومهل البساتين حي الخليج 200م,Boumhel, Ben Arous,,,,200,
95 000 DT,vente,Studio 87m2 à Ben Arous El Mourouj,El Mourouj, Ben Arous,1,3,87,,2
,vente,Terrain 30000 m2,Mornag, Ben Arous,,,,30000,
530 000 DT,vente,Villa 400m2 à Borj Cedria,Borj Cedria, Ben Arous,,,,400,
390 000 DT,vente,DUPLEX À EZZAHRA,Ezzahra, Ben Arous,1,5,204,,4
,vente,Grande villa a medina jedida 2 Ben Arous,,Ben Arous,2,5,360,570,4
105 000 DT,vente,Beau terrain à cité RIATH Borj cedria,Borj Cedria, Ben Arous,,,,250,
80 000 DT,vente,Belle maison à DAWAR EL HOUCHE NASSEN,,Ben Arous,1,4,150,,3
,vente,Fond de commerce megrine jawhara,Mornag, Ben Arous,,,30,,
340 000 DT,vente,Terrains viabilisés à Mornag,Mornag, Ben Arous,,,,44360,
,vente,Terrain  500m2,Fouchana, Ben Arous,,,,500,
600 DT / Mois,location,Appartement au cité olympique à Radès,Radès, Ben Arous,1,4,,,3
800 DT / Mois,location,Maison 160m2 à Ben Arous Ezzahra,Ezzahra, Ben Arous,,5,160,,3
250 DT / Mois,location,Appartements 43m2 à Hammam Chott,Hammam Chott, Ben Arous,1,3,43,,2
550 DT / Mois,location,Appartements à Medina Jedida,Medina Jedida, Ben Arous,,3,130,,2
36 DT / Mois,location,Maison,,Ben Arous,1,4,,,3
,location,Magasins Commerces depots 92m2,,Ben Arous,,1,92,,
,vente,Appartements 88m2 à Ben Arous Medina Jedida,Medina Jedida, Ben Arous,1,3,88,,2
,vente,Fond de commerce à rades,Radès, Ben Arous,,,45,,
100 DT,vente,Terrain a vendre a Djerba Midoun,,Ben Arous,,,,1080,
,vente,Maison au 1er étage,Mégrine, Ben Arous,1,5,,320,4
92 000 DT,vente,Dar  128m2 à Mohamedia,Mohamedia, Ben Arous,1,4,128,,3
320 DT / Mois,location,A louer,,Ben Arous,,,,,
430 DT / Mois,location,Appartement meublé,,Ben Arous,1,2,,,1
,vente,Appartements 110m2 à Boumhel,Boumhel, Ben Arous,1,3,110,,2
,location,Apparemment 85m2 Mohamedia,Mohamedia, Ben Arous,1,3,,,2
400 000 DT,vente,Terrain 337m2,,Ben Arous,,,,337,
240 000 DT,vente,Maisons 104m2 à El Mourouj,El Mourouj, Ben Arous,1,3,140,,2
310 000 DT,vente,Terrain 589m2 à el mohamadia,,Ben Arous,,,,589,
4 000 DT,vente,Magasins et Commerces et Locaux industriels 180 m2,Ezzahra, Ben Arous,,,,,
430 000 DT,vente,Maison 386m2,El Mourouj, Ben Arous,1,4,200,386,3
,vente,Un fond de commerce d’une librairie Media 16m2,Radès, Ben Arous,,,16,,
,vente,Villa 199m2 à Ben Arous El Mourouj,El Mourouj, Ben Arous,1,3,199,,2
800 DT / Mois,location,Depot megrine chaker 105m2,Mégrine, Ben Arous,,,,105,
,vente,Appartement 75m2 residence fedi fouchana,Fouchana, Ben Arous,1,4,75,,3
,vente,Terrain 150m2,Boumhel, Ben Arous,,,,150,
550 000 DT,vente,Villa à boumhel bel air Boumhel,Boumhel, Ben Arous,1,4,,430,3
,location,Appartement 75m2 à Ben Arous Radès,Radès, Ben Arous,1,2,75,,1
,location,Appartement 100m2 à Ben Arous Radès,Radès, Ben Arous,1,3,100,,2
,vente,Terrain 3330m2,Mohamedia, Ben Arous,,,,3330,
,vente,Terrains 250m2,Mohamedia, Ben Arous,,,,250,
,location,Maison Mourouj 5,El Mourouj, Ben Arous,1,3,,,2
90 000 DT,vente,Maison  150m2 à Ben Arous Fouchana,Fouchana, Ben Arous,1,3,150,,2
650 DT / Mois,location,S+2,Radès, Ben Arous,1,3,85,,
,location,Spacieuse villa à cité el hidhab,Fouchana, Ben Arous,,,200,,3
35 000 DT,vente,Fonds de commerce à bellevue bon emplacement,Fouchana, Ben Arous,,,,92,
124 560 DT,vente,Lot de terrain à mhamdia cité ennozha,Fouchana, Ben Arous,,,,346,
4 328 500 DT,vente,Pour les promoteurs,Ezzahra, Ben Arous,,,,7870,
220 000 DT,vente,Villa à cité el misk fouchena,Fouchana, Ben Arous,,,112,,3
200 000 DT,vente,Duplex s+3 mourouj 3,El Mourouj, Ben Arous,2,4,95,16,3
650 DT / Mois,location,Appartement a rades,Radès, Ben Arous,1,3,85,,
995 DT,vente,Villa a vendre,Boumhel, Ben Arous,4,8,357,650,4
185 000 DT,vente,Bon emplacement,Boumhel, Ben Arous,,,,200,
300 DT / Mois,location,Sttudio a loyer,El Mourouj, Ben Arous,,2,52,,2
750 DT / Mois,location,APPART A MEDINA JADIDA 3,Medina Jedida, Ben Arous,1,3,,120,3
550 DT / Mois,location,RDC DE VILLA À EZZAHRA VILLE,Ezzahra, Ben Arous,1,2,,100,2
135 000 DT,vente,Appartement s1 à Ezzahra,Ezzahra, Ben Arous,1,1,,,1
90 000 DT,vente,S2 À EL MEDINA 1,Medina Jedida, Ben Arous,1,2,,90,2
90 000 DT,vente,S2 À EL MEDINA 1,Ezzahra, Ben Arous,1,2,,90,2
800 DT / Mois,location,Appartement S3 Haut Standing à Ezzahra ville,Ezzahra, Ben Arous,,3,,120,3
1 600 DT / Mois,location,LOCAL COMMERCIAL À ezzahra,Ezzahra, Ben Arous,1,,,140,
150 DT,vente,Maison à fouchena,Fouchana, Ben Arous,1,3,75,35,2
7 000 DT,vente,Fond de commerce,El Mourouj, Ben Arous,,,,,
18 DT,vente,Terrain,Mohamedia, Ben Arous,,,,117,
135 000 DT,vente,Appartement s2 cité olympique rades,Radès, Ben Arous,1,2,60,80,2
380 DT,vente,A vendre,Ezzahra, Ben Arous,2,5,180,190,3
380 DT,location,S+2 à lmourouj 5,El Mourouj, Ben Arous,1,3,,,3
480 DT,vente,Terrain Borj Cedria,Hammam Chott, Ben Arous,,,,382,
650 DT / Mois,location,Depot a louer,Boumhel, Ben Arous,,,150,150,
300 DT / Mois,location,A louer local commerciale,Boumhel, Ben Arous,,,22,200,
360 000 DT,vente,Villa 3 etages,Boumhel, Ben Arous,2,7,130,200,3
400 DT / Mois,location,Studio à louer,El Mourouj, Ben Arous,1,2,35,,1
600 DT / Mois,location,Une maison propre,Ezzahra, Ben Arous,,3,,98,
160 000 DT,vente,Terrain constructible 456m2 BenArous Ville,,Ben Arous,,,,456,
600 DT / Mois,location,Une belle maison,Ezzahra, Ben Arous,,3,,,2
3 380 000 DT,vente,Terrain de promition à rades,Radès, Ben Arous,,,,7670,
,vente,Agence immobilière dream,Fouchana, Ben Arous,,,,,
650 DT / Mois,location,Appartement a rades mongil,Radès, Ben Arous,1,3,80,,2
,location,Appartement  s+3,Hammam Chott, Ben Arous,1,3,140,210,3
500 DT / Mois,location,Location d'un étage de villa,Borj Cedria, Ben Arous,,,160,,
500 DT / Mois,location,للكراء طابق علوي مستقل ببرج سدرية منطقة سكنية هادءة,Borj Cedria, Ben Arous,,,,,4
680 000 DT,vente,Immeuble neuf à vendre à rades plage,Radès, Ben Arous,4,10+,420,120,8
98 000 DT,vente,Chourouk,El Mourouj, Ben Arous,1,3,70,70,2
500 DT / Mois,location,VILLA HADDAD,Mohamedia, Ben Arous,2,6,280,190,5
650 DT,location,Maison chic,Borj Cedria, Ben Arous,1,,140,386,3
,vente,Appartements  à la Nouvelle Medina,Medina Jedida, Ben Arous,1,,111,,2
260 DT,vente,Vente d'étage de villa,Hammam Lif, Ben Arous,,3,82,,3
260 DT,location,ETAGE VILLA,Fouchana, Ben Arous,1,2,75,90,3
650 DT / Mois,location,A Louer bureau de 3 pièces,Medina Jedida, Ben Arous,,3,80,,
,vente,Terrain,Fouchana, Ben Arous,,,,6000,
350 DT / Semaine,location,Studio meublé,Ezzahra, Ben Arous,1,3,50,60,2
450 DT / Mois,location,Villa indépendante,Medina Jedida, Ben Arous,,3,140,200,2
500 DT / Mois,location,Location dépôt RADES MELIANE,Radès, Ben Arous,,1,120,,
208 000 DT,vente,Maison a vendre,El Mourouj, Ben Arous,1,5,200,,4
130 000 DT,vente,A vendre Appartement,Radès, Ben Arous,,4,,,3
400 000 DT,vente,Borj cedria 450m2 sur mer premiere position,Borj Cedria, Ben Arous,,,,,
500 DT / Mois,location,Maison,El Mourouj, Ben Arous,1,4,168,196,2
50 000 DT,vente,Vent F.C boulangerie avec tous matériels,El Mourouj, Ben Arous,1,5,200,,
620 000 DT,vente,Occasion a ne pas rate,,Ben Arous,3,10+,300,165,8
125 000 DT,vente,Appartement a rades a ne pas rater,Radès, Ben Arous,1,3,105,105,2
165 000 DT,vente,Appartement S+3 au rez de chaussee +garage,El Mourouj, Ben Arous,1,4,116,116,3
1 190 000 DT,vente,A vendre une belle villa,Ezzahra, Ben Arous,4,,,467,6
750 DT,location,A Louer Un Etage De Villa Haut Standing,Hammam Lif, Ben Arous,,,160,,4
550 DT / Mois,location,A louer un bureau,Ezzahra, Ben Arous,1,3,50,,
3 000 000 DT,vente,A vendre une usine avec dépôt,,Ben Arous,1,,40000,,
40 DT / Nuit,location,A LOUER STUDIO MEBLE,Ezzahra, Ben Arous,,3,60,,2
190 000 DT,vente,Etage de villa à coté de la nouvelle palace municipale,Medina Jedida, Ben Arous,1,,145,170,5
600 DT / Mois,location,Appartement au Rez de chaussee,El Mourouj, Ben Arous,1,4,100,100,3
370 DT,vente,Villa à vendre très haut standing,Radès, Ben Arous,2,4,155,133,3
,vente,ارض للبيع,Ezzahra, Ben Arous,,,,744,
450 000 DT,vente,Villa coquette a el mourouj 4,El Mourouj, Ben Arous,1,4,160,296,3
15 DT,vente,Terrain a vendre,Hammam Lif, Ben Arous,,,,104,
15 DT,vente,Terrain a vendre,Hammam Lif, Ben Arous,,,,104,
,vente,Villa,Mornag, Ben Arous,2,3,220,750,3
140 DT,vente,منزل للبيع,Fouchana, Ben Arous,1,5,200,,3
,vente,أرض للبيع,Fouchana, Ben Arous,,,,200,
200 DT,vente,59258-BEN AROUS,Radès, Ben Arous,1,6,,210,5
125 000 DT,vente,Appartement s+2 à Ezzahra,Ezzahra, Ben Arous,,3,83,,2
130 000 DT,vente,Appartement s+3 a Mornag,Mornag, Ben Arous,,4,105,,3
2 600 000 DT,vente,DEPOT EN CHARPENTE 2500 M2 A BEN AROUS,,Ben Arous,,,,,
,vente,Terrain 17 800 m2 a Ben Arous,Borj Cedria, Ben Arous,,,,17800,
150 000 000 DT,vente,Titre bleue,Mornag, Ben Arous,,,,1000,
100 000 DT,vente,A vendre une belle maison,Mohamedia, Ben Arous,,3,70,139,2
10 800 000 DT,vente,Terrain 15 440 M2 a MEGRINE,Mégrine, Ben Arous,,,,15440,
120 000 DT / Mois,location,LOCAL INDUSTR 2000 M2 DEUX NIV TUNIS SUD,,Ben Arous,,,,,
300 DT / Mois,location,Studio pour filles,Mégrine, Ben Arous,1,2,80,150,2
,vente,Poulailler,Mohamedia, Ben Arous,,,2240,7500,
150 000 DT,vente,للبيع منزل بحي حشاد المحمدية,Mohamedia, Ben Arous,2,7,136,136,5
3 500 DT,vente,LOCAL INDUSTR R+2 TUNIS SUD 700 M2,,Ben Arous,,,,,
150 000 DT,vente,Rades Meliane,Radès, Ben Arous,,,,427,
185 000 DT,vente,Terrain à Borj Sedria erriadh,Borj Cedria, Ben Arous,,,,464,
5 500 000 DT,vente,MEGRINE USINE 5600/7500 M2,Mégrine, Ben Arous,,,,,
5 400 000 DT,vente,USINE A BEN AROUS 5400/7000 M2,,Ben Arous,,,,,
430 000 DT,vente,Villa à mourouj,El Mourouj, Ben Arous,2,5,330,360,3
,vente,TERRAIN A VENDRE,Radès, Ben Arous,,,,140,
,vente,Av Terrain  a Mornag,Mornag, Ben Arous,,,,41000,
560 DT,vente,Terrain  viabilise',El Mourouj, Ben Arous,,,,500,
125 DT,vente,Appartement retape à neuf,Medina Jedida, Ben Arous,1,3,94,,2
400 DT / Mois,location,Appartement s+1,El Mourouj, Ben Arous,1,2,40,,1
600 DT,vente,Terrain a vendre a bordj cedria,Borj Cedria, Ben Arous,,,,300,
440 DT,vente,أرض للبيع,Mornag, Ben Arous,,,,2454,
150 000 DT,vente,Très jolie appartement Radés meliane,Radès, Ben Arous,1,3,104,,2
130 000 DT,vente,Appartement Cité Olympique Radés,Radès, Ben Arous,1,4,100,,3
550 DT,vente,Ventes maison,Boumhel, Ben Arous,1,8,215,694,4
150 DT,vente,Appartement ndif,Radès, Ben Arous,1,3,90,,2
110 000 DT,vente,Appartement Rades,Radès, Ben Arous,1,3,75,75,2
100 000 DT,vente,Une très belle maison,Mohamedia, Ben Arous,2,7,100,92,3
500 000 DT,vente,Villa mourouj3,El Mourouj, Ben Arous,2,7,260,340,5
680 000 DT,vente,Bonne occasion,,Ben Arous,,,300,465,
500 DT,vente,Terrain à borj cedria 450m²,Borj Cedria, Ben Arous,,,,450,
240 DT,vente,Maison indépendante a résidence,Boumhel, Ben Arous,1,3,100,159,2
120 000 DT,vente,Salon +3,El Mourouj, Ben Arous,1,4,104,104,4
850 DT / Mois,location,Étage de villa haut standing,Boumhel, Ben Arous,,5,170,,4
850 DT / Mois,location,Occasion a ne pas rater,Boumhel, Ben Arous,2,5,175,450,4
2 891 590 DT,vente,TERRAIN POUR DEPOT 4901 M2 A RADES,Radès, Ben Arous,,,,4901,
12 000 DT / Mois,location,LOCAL INDUSTR 2000 M2 HAUT STANDIING  TUNIS SUD,,Ben Arous,,,,,
11 000 DT / Mois,location,LOCAL INDUSTRIEL 1500 M2 TUNIS SUD,,Ben Arous,,,,,
3 120 DT / Mois,location,DEPOT CHARP 1560 M2 TUNIS SUD,,Ben Arous,,,,,
,location,Usine à louer,Fouchana, Ben Arous,,,,1100,
16 250 DT / Mois,location,LOCAL INDUSTR 3000 M2 TUN SUD,,Ben Arous,,,,,
8 750 DT / Mois,location,LOCAL INDUSTR 1500 M2 TUN SUD,,Ben Arous,,,,,
44 000 DT / Mois,location,LOCAL INDUSTRIEL  5200 m2 / 2 HA TUNIS SUD,,Ben Arous,,,,,
10 990 DT / Mois,location,LOCAL INDUSTR TUNIS SUD 1400 M2,,Ben Arous,,,,,
630 000 DT,vente,Belle villa,Radès, Ben Arous,2,9,400,440,9
470 DT,vente,Terrain à radès,Radès, Ben Arous,,,,390,
280 000 DT,vente,Appartemen s+3 a azzahra,Ezzahra, Ben Arous,1,,160,,3
350 DT / Mois,location,Appartement a hammam lif,Hammam Lif, Ben Arous,1,,80,,
400 DT / Mois,location,Appartement s+2 à Hammem Lif,Hammam Lif, Ben Arous,1,,80,,
450 DT / Mois,location,Appartement s+2 a hammam lif,Hammam Lif, Ben Arous,,,80,,
2 200 000 DT,vente,LOCAL IND CHARP 1150/5185 M2 TUN SUD,,Ben Arous,,,,,
3 000 000 DT,vente,LOCAL 1000 SUR TERRAIN  6100 M2 TUNIS SUD,,Ben Arous,,,,,
1 000 DT / Mois,location,PARC TERRAIN NU 1.5 HA TUNIS SUD,,Ben Arous,,,,1500,
10 000 DT / Mois,location,LOCAL 1800 m2 CHARP TU  SUD,,Ben Arous,,,,,
247 000 DT,vente,"Appartement s+3 ,au troisième étage luxueux",Ezzahra, Ben Arous,1,,130,,3
199 500 DT,vente,Appartement s+2 au troisième étage luxueux,Ezzahra, Ben Arous,1,,105,,
107 250 DT,vente,Appartement s+1 au troisième étage luxueux,Ezzahra, Ben Arous,1,,55,,1
4 425 DT / Mois,location,Location local commercial,Ezzahra, Ben Arous,,,177,,
539 850 DT,vente,Vente local commercial,Ezzahra, Ben Arous,,,177,,
177 600 DT,vente,Loft s+1  luxueux,Ezzahra, Ben Arous,1,,96,,1
3 100 DT / Mois,location,Location  local commercial sur la route principal,Ezzahra, Ben Arous,,,111,,
360 750 DT,vente,Vente local commercial sur la route principal,Ezzahra, Ben Arous,,,111,,
199 800 DT,vente,Appartement s+2 luxueux,Ezzahra, Ben Arous,1,,108,,2
194 250 DT,vente,Appartement s+2 très haut standing,Ezzahra, Ben Arous,1,,105,,2
288 600 DT,vente,Appartement s+3 luxueux,Ezzahra, Ben Arous,,,156,,3
,location,Studio à hammam lif,Hammam Lif, Ben Arous,,2,,,2
